30	140	175	400	33	355	16	95	318	362	97	58	193	387	269	145	106	226	200	57	169	129	275	382	392	
31	21	352	283	172	97	22	327	151	106	215	146	402	44	320	336	298	171	272	85	24	173	2	5	68	
32	355	223	397	144	15	10	387	231	220	207	342	174	395	472	371	331	152	390	139	92	346	449	407	104	
33	235	76	57	85	426	349	260	316	381	268	414	379	346	137	132	10	264	115	143	367	193	390	183	149	
34	187	181	149	155	200	153	333	297	90	168	428	424	203	265	46	371	220	7	323	316	100	370	452	44	
35	16	287	366	352	154	105	82	136	358	215	401	368	64	405	246	293	240	25	429	57	239	267	175	393	
36	217	452	65	285	3	310	318	47	46	268	146	176	156	467	8	7	194	474	422	27	384	54	152	51	
37	205	41	74	284	182	196	26	396	9	394	173	420	12	384	475	116	288	66	24	339	317	33	0	177	
38	229	354	305	414	312	53	78	71	419	456	28	103	224	443	300	160	220	467	155	138	156	211	54	363	
39	322	168	193	392	333	228	58	90	320	133	452	343	220	357	47	431	353	297	327	89	18	389	226	445	
40	296	195	304	413	457	90	187	43	372	34	141	280	414	166	243	432	445	282	65	292	390	367	310	456	
41	434	165	289	158	7	452	370	84	192	408	8	92	170	178	147	278	266	260	455	436	444	103	17	4	
42	8	439	358	244	15	159	281	409	387	407	465	337	60	203	186	102	72	414	154	438	162	463	136	146	
43	103	187	24	292	453	355	185	181	309	399	77	298	243	299	444	362	208	218	184	29	350	445	360	324	
44	74	61	289	107	475	433	431	194	185	403	214	456	335	145	377	201	144	325	187	299	472	103	132	291	
45	85	33	134	422	323	288	315	34	120	195	348	281	436	290	326	96	50	366	244	448	152	109	275	196	
46	55	24	403	281	309	141	14	129	307	170	84	280	182	368	83	69	143	221	389	74	304	234	327	191	
47	95	249	13	281	361	46	85	177	345	91	121	130	265	384	137	179	312	306	408	406	124	155	399	442	
48	451	318	473	372	78	400	38	162	262	418	230	196	347	178	170	375	71	32	424	294	182	90	258	163	
49	326	311	259	406	172	72	169	53	56	140	265	181	89	419	399	0	452	294	101	199	401	20	441	198	
50	336	340	21	248	265	439	445	79	410	422	44	298	83	123	105	227	55	386	92	276	329	450	256	218	
51	448	223	441	152	226	360	191	80	268	189	269	190	121	301	340	39	297	37	221	446	140	61	204	104	
52	331	176	230	200	326	267	304	282	28	323	345	324	204	251	10	24	296	94	450	370	316	349	359	18	
53	361	269	82	165	218	60	69	365	314	87	41	325	72	334	91	4	315	291	35	396	449	421	290	155	
54	369	27	392	242	275	291	106	450	355	21	462	424	218	408	16	353	239	341	357	448	413	299	318	190	
55	167	421	431	49	121	105	81	96	304	51	196	86	29	225	249	182	422	80	303	14	391	60	174	439	
56	114	303	250	164	178	83	30	291	403	55	66	395	108	415	163	176	110	81	355	107	39	77	351	171	
57	112	148	321	284	313	232	470	266	107	159	268	472	460	182	21	194	424	224	237	28	383	412	430	106	
58	206	40	411	368	436	47	24	195	90	157	14	185	52	355	160	215	315	390	462	366	209	212	314	107	
59	351	92	233	297	129	349	203	426	421	383	158	166	47	418	144	227	417	468	357	358	377	391	440	393	
60	476	34	452	365	433	470	325	178	180	282	165	478	61	463	312	272	122	249	56	184	141	64	220	479	
61	8	132	185	78	253	30	212	117	341	156	3	357	204	229	220	413	377	282	45	291	192	157	344	288	
62	466	238	309	473	144	148	378	289	436	250	443	13	364	285	397	328	392	387	175	39	247	14	74	384	
63	236	48	280	343	103	97	132	153	145	463	80	333	264	214	349	167	348	336	70	94	377	47	334	1	
64	422	297	411	230	109	210	323	163	92	272	38	65	44	267	188	192	100	17	208	335	168	237	2	166	
65	324	121	282	392	475	159	330	279	310	273	425	248	92	109	16	305	354	128	137	406	452	104	100	325	
66	116	350	172	399	114	244	58	440	254	475	104	320	458	361	265	291	403	57	471	126	113	210	461	179	
67	269	365	23	239	339	305	454	170	232	257	296	174	29	89	151	187	357	117	368	11	452	83	200	82	
68	392	473	154	104	156	218	132	234	26	341	83	93	193	350	219	85	231	236	273	69	257	119	321	237	
69	315	367	432	389	109	395	28	251	473	414	195	427	348	61	64	453	137	405	280	171	462	90	167	256	
70	12	469	94	384	244	155	270	463	85	374	423	354	55	216	326	444	7	366	47	156	213	440	439	21	
71	475	184	357	383	255	425	218	76	410	146	110	93	346	27	285	117	100	31	2	238	190	3	355	43	
72	461	294	173	462	186	154	129	43	475	178	239	477	379	226	24	9	144	414	240	200	196	341	102	339	
73	286	89	40	38	280	46	310	467	238	153	340	317	134	208	272	74	158	133	345	103	268	255	342	17	
74	140	479	11	42	24	353	218	257	107	29	104	112	365	75	412	249	325	459	73	303	355	168	472	91	
75	394	74	402	336	165	268	180	240	175	204	439	420	223	378	181	76	36	403	16	176	244	266	438	282	
76	326	71	291	259	188	149	199	10	294	87	74	236	131	59	238	304	40	242	84	230	94	353	292	332	
77	322	416	185	388	429	224	366	63	394	449	163	441	19	229	448	135	120	168	288	459	37	54	82	392	
78	123	158	460	302	347	140	349	461	323	417	211	327	255	44	216	365	384	27	386	435	290	35	418	77	
79	230	35	457	308	270	59	374	209	396	34	473	60	238	25	66	470	351	203	31	165	283	371	240	443	
80	420	158	219	114	371	50	129	123	140	432	336	408	245	118	474	70	392	167	358	127	198	335	262	414	
81	239	258	329	132	336	260	465	251	252	463	295	217	382	176	78	456	77	210	21	324	417	192	113	100	
82	101	325	171	412	398	246	309	418	139	306	163	432	126	169	248	137	202	27	190	223	300	98	26	341	
83	239	275	319	129	347	449	162	276	142	354	366	60	77	214	185	362	445	165	246	240	333	41	13	301	
84	214	204	328	108	198	466	431	169	185	410	182	406	10	385	373	30	168	104	249	264	364	24	317	362	
85	355	11	333	358	236	408	271	265	297	77	8	212	456	243	430	308	432	130	301	407	9	466	330	222	
86	383	338	326	51	3	348	197	157	50	8	175	273	442	1	279	75	315	277	410	286	330	336	234	296	
87	348	11	76	329	352	33	415	438	397	227	158	137	31	332	8	123	476	215	94	117	380	112	140	99	
88	8	232	299	458	66	109	454	188	166	313	476	73	463	74	198	376	92	146	282	247	277	240	303	431	
89	73	63	417	315	461	119	186	91	270	323	195	279	370	362	409	374	340	5	95	381	469	167	301	468	
90	137	65	452	139	272	386	415	159	423	322	170	346	384	64	439	185	367	202	15	82	231	158	390	117	
91	37	399	466	434	10	394	29	219	367	186	25	364	116	8	115	360	313	423	267	198	273	271	355	236	
92	180	168	246	314	212	106	332	330	466	322	107	54	209	439	431	347	331	46	221	61	36	203	84	395	
93	444	153	38	293	136	44	294	91	355	324	193	55	309	402	381	357	49	274	51	406	364	123	167	217	
94	456	168	49	266	113	120	416	290	127	430	190	103	174	261	104	216	241	182	136	193	343	132	385	45	
95	141	22	14	347	388	138	70	436	404	104	355	124	417	21	451	231	445	137	399	270	46	259	250	98	
96	177	123	75	129	159	344	191	70	47	260	136	453	413	92	443	183	9	172	211	163	475	108	446	358	
97	163	453	69	354	131	99	72	286	312	358	409	477	106	68	357	353	396	242	46	133	202	362	144	284	
98	331	118	127	50	97	143	354	34	73	465	402	431	330	306	225	310	449	17	378	160	315	106	413	265	
99	447	46	284	404	304	97	368	174	94	2	75	34	122	112	386	253	327	185	199	384	475	131	370	381	
100	228	299	116	114	440	146	249	125	185	158	370	321	290	323	327	403	434	413	245	115	442	398	136	150	
101	47	37	48	469	100	366	29	347	179	386	350	131	86	355	219	265	239	412	198	359	188	3	174	382	
102	203	155	117	87	207	61	356	106	83	408	318	319	142	118	307	116	377	129	470	287	381	454	336	179	
103	272	184	22	200	449	88	57	342	434	404	381	322	294	334	204	317	379	479	363	425	217	220	13	446	
104	331	407	423	396	366	456	389	97	168	78	187	109	123	80	349	420	26	169	83	323	59	196	231	119	
105	110	388	193	283	77	424	309	65	436	45	251	83	466	275	448	185	32	68	219	221	146	195	462	12	
106	98	159	162	152	326	349	288	53	431	167	188	49	114	228	90	457	473	251	177	47	267	36	384	292	
107	448	162	141	71	433	125	48	293	456	359	98	445	374	319	471	454	4	406	109	403	44	165	438	9	
108	206	177	130	460	234	15	213	113	450	470	273	24	333	316	57	441	291	368	282	189	125	19	175	266	
109	450	396	334	414	57	147	274	93	406	402	54	64	214	38	466	264	265	329	44	238	183	1	419	135	
110	81	386	366	157	328	400	368	56	440	4	173	380	255	251	243	276	198	12	54	86	171	355	35	22	
111	116	323	235	392	394	419	86	307	173	254	129	422	475	281	26	409	230	246	368	276	95	107	12	330	
112	33	347	409	168	177	102	137	462	260	189	179	127	194	289	340	106	236	169	181	310	87	314	330	63	
113	254	378	271	292	249	13	263	136	460	57	466	121	154	296	322	280	341	397	394	278	409	330	216	188	
114	122	338	5	46	59	426	74	368	160	22	341	169	38	17	252	167	209	316	100	391	251	343	424	380	
115	477	404	398	76	411	200	331	304	162	29	429	299	436	62	0	293	139	237	23	186	128	232	467	43	
116	140	345	117	21	410	312	42	325	83	187	154	395	384	214	322	133	26	113	62	305	279	339	98	192	
117	149	221	449	12	19	408	430	140	384	204	129	6	24	114	381	100	237	16	10	354	84	26	326	253	
118	147	145	169	286	467	323	213	203	183	254	248	239	9	141	344	321	116	260	47	42	371	190	26	289	
119	105	388	108	58	115	241	392	31	379	308	270	92	430	214	53	225	176	285	347	420	399	185	5	85	
120	251	315	214	34	181	174	27	441	96	154	334	25	209	114	391	79	465	457	89	331	227	328	224	176	
121	359	478	154	272	382	23	371	247	431	207	102	425	361	1	355	266	379	136	96	109	349	377	174	34	
122	222	369	401	437	431	223	163	360	186	405	288	25	404	418	423	22	162	329	99	178	283	305	11	248	
123	144	158	263	288	73	384	212	114	234	137	165	118	262	379	386	299	103	30	199	398	447	13	246	48	
124	338	396	434	178	202	139	121	268	269	174	84	468	76	299	428	61	189	371	479	350	267	21	179	373	
125	300	448	362	172	212	167	343	186	73	298	241	333	342	402	197	198	227	124	240	133	69	59	301	264	
126	338	183	204	366	248	410	132	65	334	429	170	371	235	350	322	327	53	69	278	276	445	200	229	422	
127	458	347	221	69	179	75	76	26	177	413	211	238	371	370	349	182	244	367	398	45	330	378	31	288	
128	64	167	41	271	391	404	242	265	81	163	411	254	5	465	251	258	173	285	39	358	37	165	476	12	
129	127	416	251	99	437	268	209	406	340	423	220	447	244	231	9	335	46	367	67	467	365	238	338	439	
130	315	164	59	203	397	5	183	132	449	429	307	337	220	412	3	4	401	138	83	110	69	280	73	75	
131	370	202	363	154	233	281	449	272	315	292	348	77	474	199	279	143	347	271	93	134	415	140	428	328	
132	466	360	184	69	403	439	338	285	438	207	138	209	358	282	51	408	367	298	166	435	122	173	458	355	
133	186	289	243	249	328	330	104	238	10	1	426	404	175	145	173	194	90	185	250	383	317	343	221	129	
134	450	229	375	224	88	424	358	46	444	434	94	126	417	31	128	190	17	35	318	391	302	353	96	274	
135	222	446	389	141	295	436	237	143	119	171	279	168	327	5	71	348	64	185	369	479	388	349	373	282	
136	331	200	274	162	150	288	355	227	120	463	474	121	201	188	429	365	323	204	161	132	261	404	456	311	
137	245	331	456	355	106	3	191	257	296	25	260	153	269	75	176	306	236	220	333	56	145	300	275	451	
138	277	141	428	167	445	251	242	453	115	262	198	172	22	257	93	420	173	76	13	28	363	180	10	361	
139	120	88	449	214	477	422	319	106	180	294	22	383	417	372	163	338	339	270	226	192	146	142	307	453	
140	285	347	478	399	346	178	371	131	269	327	108	158	244	316	376	90	228	163	323	375	271	447	52	247	
141	381	140	295	110	225	320	139	327	79	113	397	195	78	87	276	452	366	467	270	266	411	207	395	155	
142	146	72	425	392	51	362	48	334	184	219	319	90	165	123	69	241	417	106	309	271	4	43	20	46	
143	209	359	277	425	102	117	231	33	17	280	141	288	165	393	270	188	398	248	78	30	429	253	388	408	
144	403	14	260	157	407	75	146	388	237	423	477	405	148	20	394	284	471	229	270	293	440	297	7	350	
145	66	62	285	26	296	19	418	331	128	388	130	314	110	13	270	67	73	87	443	219	196	334	224	150	
146	261	53	253	333	376	174	452	147	420	133	439	307	152	204	118	121	127	236	184	13	49	461	434	355	
147	258	479	457	93	316	473	420	145	237	223	261	428	157	425	346	119	99	194	143	26	312	79	102	350	
148	172	241	73	151	215	460	95	450	435	104	350	426	136	55	33	18	328	185	154	174	381	93	146	287	
149	425	396	272	426	443	153	348	175	177	107	114	138	6	473	91	52	62	77	139	90	292	340	46	302	
150	113	337	261	60	368	23	427	96	448	343	253	118	442	22	474	50	147	227	391	209	420	136	182	399	
151	40	382	167	186	422	166	47	368	117	281	68	459	143	427	334	56	202	292	18	391	352	380	417	187	
152	61	84	238	19	59	11	112	25	39	81	6	286	413	444	382	300	243	284	22	439	185	50	321	118	
153	30	28	12	401	311	436	417	283	60	123	363	2	243	240	92	5	50	325	108	95	371	67	190	90	
154	108	216	312	221	114	90	474	66	199	175	158	422	132	188	171	396	302	69	446	38	421	341	170	432	
155	159	96	98	413	181	198	245	278	188	27	122	191	119	325	299	316	197	22	277	147	154	17	310	418	
156	271	314	404	131	433	137	455	233	126	287	11	16	150	239	468	165	355	8	74	136	370	247	305	212	
157	320	172	201	291	88	161	408	11	92	473	196	77	66	102	390	48	33	206	411	105	363	430	125	255	
158	414	383	337	332	342	88	34	70	229	276	206	222	326	470	296	398	394	189	445	68	66	114	17	143	
159	89	92	250	477	209	108	374	409	64	233	356	417	461	20	202	436	36	380	338	33	236	182	103	345	
160	192	169	37	344	186	176	301	104	401	123	285	34	453	248	31	374	23	177	321	302	287	149	461	25	
161	155	218	477	351	291	394	74	125	448	373	137	192	148	191	62	145	282	453	60	225	42	150	13	197	
162	408	31	180	451	190	423	113	301	347	317	422	47	443	15	216	228	378	252	344	77	4	140	130	292	
163	286	62	325	142	298	418	196	239	38	40	221	227	23	185	168	138	229	421	66	67	358	92	395	316	
164	159	33	172	41	168	251	29	51	336	430	230	467	0	170	36	127	388	35	175	356	360	1	218	21	
165	224	152	58	195	459	474	138	398	408	300	302	283	424	54	311	390	86	479	455	281	405	472	437	381	
166	282	280	19	145	218	200	14	313	436	224	278	472	178	434	318	66	235	388	102	267	461	100	24	292	
167	90	151	432	455	113	275	63	16	430	47	273	79	276	311	141	316	42	323	189	458	291	138	159	3	
168	115	412	450	414	461	231	22	451	352	70	474	99	105	161	234	143	337	73	382	20	255	262	201	11	
169	89	64	455	12	134	397	101	448	152	72	292	313	142	131	378	129	216	126	314	272	349	440	21	162	
170	410	389	353	137	44	320	441	383	432	419	453	30	168	86	155	179	449	68	326	400	19	276	70	450	
171	360	310	248	194	97	60	376	368	181	459	4	156	380	114	226	455	107	251	37	330	448	255	428	468	
172	128	287	396	442	304	47	202	311	28	258	126	213	25	63	235	452	207	471	150	67	365	338	463	375	
173	20	467	385	427	477	224	350	416	314	0	478	419	424	367	406	380	364	35	184	289	280	43	65	60	
174	417	146	396	7	12	108	461	440	384	65	0	112	37	456	203	172	281	180	200	114	152	263	354	41	
175	59	451	386	462	126	226	267	388	103	70	355	44	228	19	86	115	124	401	55	360	379	60	235	453	
176	167	28	448	445	282	19	299	200	405	207	467	130	22	228	38	110	253	61	302	118	34	101	311	156	
177	431	386	275	246	57	31	270	367	461	33	394	307	26	48	289	290	335	168	396	356	390	467	419	156	
178	65	52	70	320	179	421	284	295	419	355	153	164	269	424	466	41	185	251	145	16	1	303	48	316	
179	190	116	203	431	251	445	247	55	446	258	91	369	290	70	97	363	72	118	238	206	137	244	46	60	
180	431	373	148	246	37	455	257	33	44	88	65	74	463	371	382	200	25	140	432	129	102	178	47	215	
181	114	411	356	394	163	139	332	74	96	36	147	450	81	380	167	248	158	112	254	279	396	154	410	397	
182	330	134	236	439	171	290	88	154	116	180	408	244	313	112	35	369	355	74	271	450	181	233	11	303	
183	285	19	412	242	371	120	66	133	454	187	63	55	87	141	24	358	96	465	447	166	40	462	39	147	
184	44	250	145	18	141	274	146	228	43	272	167	1	196	439	22	133	104	60	310	472	14	40	183	382	
185	381	148	100	232	468	407	422	71	234	60	329	294	113	23	162	249	384	313	81	464	241	386	291	432	
186	263	343	348	260	181	308	243	304	379	387	94	455	114	238	368	125	171	49	192	255	82	436	203	161	
187	121	471	93	312	466	431	396	10	284	112	454	227	195	75	172	42	417	27	254	243	73	474	377	149	
188	262	441	351	94	479	400	374	198	221	114	51	2	144	37	280	410	15	240	124	29	246	10	307	311	
189	355	301	436	417	132	42	279	226	123	462	45	414	211	330	335	438	305	412	20	115	300	48	392	456	
190	31	6	218	147	124	118	341	196	35	81	82	257	467	330	171	201	384	406	370	119	198	15	419	458	
191	317	287	56	163	462	91	476	398	228	301	162	165	390	279	439	401	388	149	213	274	272	226	281	161	
192	464	62	23	404	433	270	364	290	126	228	181	456	304	129	222	170	40	88	477	158	220	85	289	390	
193	430	446	197	476	195	313	73	403	114	366	67	219	59	46	433	38	91	276	18	201	29	298	214	165	
194	82	112	244	390	69	153	475	171	40	406	42	391	243	151	67	231	271	206	253	310	461	407	250	349	
195	444	246	441	335	155	287	429	132	299	411	13	68	201	169	397	199	59	324	396	105	292	175	453	430	
196	391	143	235	78	49	399	273	234	402	305	226	50	103	329	251	35	145	322	113	16	351	388	238	208	
197	116	191	396	41	22	405	344	256	160	195	295	5	440	136	173	400	418	234	235	362	435	278	457	304	
198	297	390	453	307	281	168	234	323	40	316	101	173	62	222	372	226	280	37	288	26	61	107	396	25	
199	308	15	334	209	404	471	254	8	411	249	236	60	195	444	407	68	434	26	443	440	337	361	11	340	
200	159	91	128	409	230	66	432	212	367	440	386	3	338	222	65	213	465	259	463	370	325	60	155	376	
201	257	279	403	53	254	356	158	93	11	431	40	444	117	416	362	187	14	16	297	311	147	186	31	209	
202	428	405	445	295	147	162	81	100	409	129	389	52	293	328	296	282	190	86	274	421	43	5	450	0	
203	121	127	361	265	126	83	396	293	187	7	38	402	263	16	429	188	393	192	54	436	70	287	59	412	
204	189	220	202	462	423	68	70	129	472	109	466	102	306	166	180	186	333	148	76	458	239	55	122	252	
205	175	447	360	240	382	242	141	235	180	4	365	376	438	398	386	124	313	341	116	229	143	14	287	133	
206	390	120	213	21	287	279	124	84	452	442	220	184	265	149	105	278	479	359	470	455	358	261	465	451	
207	287	98	259	370	160	305	448	254	438	453	334	406	83	50	450	437	165	391	479	403	435	76	70	56	
208	303	438	332	445	384	419	294	238	82	286	387	14	204	131	350	92	450	116	277	331	298	19	217	288	
209	84	306	25	77	10	115	202	161	91	94	113	114	47	105	381	103	198	193	150	245	111	79	372	168	
210	183	282	238	228	30	462	245	236	144	187	2	195	466	321	109	49	412	11	320	360	38	377	43	456	
211	6	130	57	159	185	409	195	21	255	368	227	168	140	26	268	403	476	406	248	436	39	329	258	302	
212	246	170	149	140	245	452	420	199	425	152	156	137	259	385	279	147	405	412	82	29	389	295	348	96	
213	169	162	265	465	19	175	63	274	102	280	69	33	436	144	461	343	43	71	411	22	112	234	129	104	
214	195	44	336	349	126	401	35	318	168	74	471	232	158	174	279	132	49	252	341	305	280	2	377	356	
215	450	349	121	76	398	98	458	251	287	189	373	322	170	152	28	82	222	225	463	406	417	238	14	457	
216	377	439	34	2	13	150	233	21	87	149	479	258	451	312	285	332	120	190	256	237	442	296	236	424	
217	47	280	208	319	353	414	267	294	227	431	399	439	376	408	453	360	336	273	209	218	180	117	151	19	
218	324	432	254	463	319	341	338	67	100	147	161	150	163	273	132	422	32	0	9	420	29	259	81	86	
219	424	223	30	358	336	93	267	310	453	280	47	107	159	387	460	225	4	135	191	467	386	164	62	3	
220	41	101	59	270	322	11	462	218	9	150	48	432	339	246	348	368	145	228	402	450	119	473	385	176	
221	30	345	326	306	38	16	48	234	160	32	134	209	75	249	267	61	107	352	54	421	280	395	479	206	
222	45	151	280	359	466	188	461	321	32	320	312	248	467	254	155	86	262	341	372	392	101	462	354	77	
223	71	213	329	133	314	269	79	429	387	250	384	153	419	57	104	342	459	128	308	465	0	146	4	320	
224	388	159	6	440	127	325	237	247	102	229	178	162	441	141	468	41	346	75	416	378	110	26	15	245	
225	261	28	80	256	94	393	295	475	228	359	118	119	91	379	34	198	31	282	358	52	29	404	301	346	
226	153	314	40	29	211	92	145	370	419	2	64	451	215	271	188	359	315	114	5	374	312	416	207	91	
227	90	33	432	139	439	330	92	85	333	268	174	186	171	266	426	255	18	48	193	449	317	2	180	360	
228	127	339	125	63	140	152	394	259	219	412	235	313	426	213	143	101	451	182	105	377	254	70	25	75	
229	294	17	296	394	352	158	404	114	361	161	365	285	128	370	255	125	356	49	199	191	59	109	146	131	
230	257	418	193	404	440	93	6	77	319	7	392	10	100	428	162	164	63	57	123	22	342	17	382	14	
231	202	317	477	326	448	419	310	278	286	379	117	8	472	446	187	268	460	383	158	365	459	337	260	377	
232	155	133	76	310	264	303	85	414	418	396	477	14	321	451	156	456	46	42	382	153	213	172	214	473	
233	155	297	81	274	401	94	137	68	74	454	28	353	213	191	405	328	384	436	18	90	359	419	122	162	
234	431	267	129	51	108	66	401	29	193	397	113	27	104	366	231	430	245	157	155	298	438	475	447	14	
235	446	35	44	186	66	257	14	284	387	39	450	172	237	93	478	217	224	313	435	304	463	362	163	236	
236	38	166	170	127	242	249	367	438	184	355	2	81	140	20	381	178	440	423	294	473	269	342	382	139	
237	455	155	184	391	440	123	349	201	154	409	466	54	272	413	438	254	47	218	19	357	243	362	429	94	
238	302	361	129	237	3	321	400	377	13	21	65	36	473	108	205	267	125	436	155	43	134	79	305	229	
239	140	447	2	179	448	455	444	20	55	93	395	273	286	368	344	387	167	7	56	295	72	71	307	163	
240	75	92	441	451	432	218	381	353	253	378	323	315	233	237	10	169	57	112	393	402	456	224	281	287	
241	13	16	211	208	408	377	188	430	476	370	94	128	115	224	249	450	350	79	346	467	173	162	106	365	
242	479	135	394	411	265	462	445	390	220	156	136	112	194	347	53	453	137	404	158	14	228	0	424	456	
243	205	283	109	309	48	250	287	50	100	351	266	456	234	25	454	189	444	207	303	180	424	304	185	459	
244	128	214	137	193	179	61	402	101	293	11	121	94	306	478	210	319	336	419	165	219	341	105	23	314	
245	185	167	141	157	408	22	63	76	30	298	332	384	8	53	86	361	124	81	277	74	250	239	47	452	
246	339	433	330	151	22	116	477	198	139	210	77	218	291	454	215	458	367	81	104	58	432	253	181	129	
247	143	129	265	47	207	196	409	79	288	69	414	41	245	474	195	235	439	23	381	425	315	434	91	227	
248	209	357	350	294	95	275	235	246	462	463	63	234	228	281	227	344	241	106	32	178	77	466	435	401	
249	34	320	196	274	102	322	340	414	301	438	78	156	63	192	142	288	227	97	226	256	54	277	455	464	
250	167	247	411	8	260	278	287	21	371	395	27	174	317	394	451	297	434	119	249	175	361	308	429	39	
251	151	127	109	98	216	324	164	6	12	43	88	212	221	438	185	122	14	346	461	292	123	399	476	202	
252	368	160	185	421	45	413	161	168	458	178	390	340	216	21	109	38	106	452	277	148	47	282	152	115	
253	145	24	75	173	229	147	214	58	471	438	389	67	152	26	285	362	86	106	336	138	172	166	142	224	
254	117	260	126	107	39	349	109	144	29	353	149	4	415	348	297	132	477	71	315	199	291	86	244	451	
255	271	87	428	342	424	398	411	266	325	108	419	79	453	418	351	64	230	103	315	423	218	9	420	400	
256	9	50	297	32	362	425	391	328	7	179	165	409	339	58	243	237	351	87	17	80	347	415	52	164	
257	91	208	17	349	94	316	175	417	281	405	134	152	391	156	355	72	128	21	205	301	226	248	137	332	
258	241	425	283	452	284	106	270	423	418	464	310	296	405	339	276	446	10	217	38	194	55	46	86	259	
259	158	148	466	42	220	168	368	419	373	105	2	233	430	93	107	197	477	240	81	113	446	383	467	33	
260	135	244	317	36	254	19	186	455	361	180	169	474	327	113	403	344	61	131	28	65	467	200	216	394	
261	320	201	64	216	387	121	293	393	20	127	100	212	123	280	443	401	31	342	59	187	161	270	222	469	
262	41	305	123	299	97	441	375	379	290	455	478	148	76	426	115	158	218	322	68	58	372	37	34	203	
263	230	258	207	468	434	453	25	228	354	411	358	144	32	214	400	393	371	243	77	63	313	100	168	383	
264	421	165	95	435	324	118	252	168	0	302	206	450	383	299	428	200	454	247	216	8	394	351	116	198	
265	361	198	464	353	112	396	207	366	106	478	380	1	12	140	312	416	432	377	292	61	245	342	450	259	
266	264	242	215	174	258	363	308	0	50	136	149	466	445	362	137	355	255	52	8	451	153	465	140	2	
267	63	284	182	104	451	463	324	75	340	43	356	16	372	409	137	173	337	62	471	223	283	58	370	253	
268	437	181	426	441	53	27	44	125	399	383	108	187	216	145	425	295	43	19	50	228	364	264	265	380	
269	460	301	39	149	173	461	256	32	103	240	41	243	42	148	247	473	420	351	425	200	261	179	329	180	
270	193	35	143	162	53	37	135	159	206	105	340	146	263	233	244	272	50	0	166	207	185	138	220	164	
271	63	424	369	477	402	243	321	339	93	111	406	28	329	49	253	351	23	358	224	145	85	311	245	398	
272	171	21	425	6	109	431	311	39	112	61	10	437	144	120	138	105	283	72	444	126	38	322	422	454	
273	178	473	176	215	306	162	287	269	420	399	41	280	357	158	438	114	261	455	351	333	270	345	288	35	
